staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,hire_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,total_experience_years,company_tenure_years,skills,languages,certifications,previous_hotels_worked,employment_type,education_level,work_schedule,performance_rating,vacation_days_remaining,sick_days_remaining,is_active,termination_date,termination_reason,date_of_birth,nationality,emergency_contact_name,emergency_contact_phone
S0001003511,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Jon,Huynh,M,Front Desk Agent,Front Desk,Junior,2025-06-12,37400,4047.67,Rotating,jonh@hotels.com,+1-931-800-4396,Briana Berger,Spouse,+1-733-947-1276,2.7,0.7,"Attention to Detail, Conflict Resolution, Problem Solving, Reservation Systems, Multi-tasking, Computer Skills","Chinese (Native), French (Intermediate), Japanese (Basic)",,0,Part-time,Master's Degree,Evenings,Meets Expectations,10,7,True,,,1999-11-20,North America,Briana Berger,+1-733-947-1276
S0001003512,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Paulina,Bonilla,M,Front Desk Agent,Front Desk,Junior,2023-11-08,35600,5317.99,Morning,paulina.bonilla@hotelgroup.com,+1-592-712-1417,Joshua Perez,Partner,+1-361-868-4724,6.1,2.3,"Problem Solving, Computer Skills, Communication, Reservation Systems","Japanese (Native), Spanish (Intermediate), Russian (Fluent)",,2,Part-time,High School,Evenings,Exceeds Expectations,11,8,True,,,1963-12-19,North America,Joshua Perez,+1-361-868-4724
S0001003513,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Nathan,Larose,M,Bell Captain,Front Desk,Intermediate,2019-03-17,78700,11045.98,Afternoon,nlarose@luxuryhotels.com,+1-249-595-9958,Tracy Ayala,Friend,+1-342-430-6845,10.1,6.9,"Customer Service, Conflict Resolution, Attention to Detail, Reservation Systems","Chinese (Native), English (Fluent)",,2,Full-time,Bachelor's Degree,3pm-11pm,Meets Expectations,24,12,True,,,1968-06-22,North America,Tracy Ayala,+1-342-430-6845
S0001003514,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Richard,Lachance,M,Concierge,Front Desk,Intermediate,2018-03-03,66000,6492.27,Morning,richard.lachance76@hotels.com,+1-835-481-3823,Diana Morgan,Parent,+1-554-406-5574,13.5,7.9,"Multi-tasking, Reservation Systems, Time Management, Customer Service, Computer Skills, Attention to Detail","English (Native), Russian (Basic), Arabic (Fluent)",,3,Full-time,High School,8am-4pm,Meets Expectations,15,6,True,,,1986-03-26,North America,Diana Morgan,+1-554-406-5574
S0001003515,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Grant,Madden,M,Front Desk Agent,Front Desk,Junior,2025-05-28,33700,2013.44,Rotating,grant.madden@hotels.com,+1-983-997-7850,Jennifer Carson,Spouse,+1-808-717-5821,4.7,0.7,"Communication, Customer Service, Conflict Resolution",Japanese (Native),,2,Seasonal,High School,Summer Only,Meets Expectations,8,9,False,2025-09-24,Resigned,1989-07-23,North America,Jennifer Carson,+1-808-717-5821
S0001003516,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Joshua,Washington,M,Receptionist,Front Desk,Junior,2024-06-24,45400,4726.22,Morning,joshuaw@hotels.com,+1-545-500-8864,Molly Moran,Friend,+1-741-542-1025,5.5,1.6,"Multi-tasking, Reservation Systems, Attention to Detail","Spanish (Native), Japanese (Basic), Arabic (Basic)",,2,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,15,7,True,,,1974-07-18,North America,Molly Moran,+1-741-542-1025
S0001003517,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Anaïs,Harvey,F,Receptionist,Front Desk,Junior,2024-09-05,47200,3805.83,Rotating,anaïsh@hotels.com,+1-813-833-9777,James Little,Partner,+1-933-558-2540,2.6,1.4,"Attention to Detail, Communication, Time Management, Reservation Systems, Multi-tasking, Customer Service",Chinese (Native),,3,Part-time,Vocational Training,Weekends Only,Needs Improvement,11,8,True,,,1991-09-23,North America,James Little,+1-933-558-2540
S0001003518,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Mitzy,Núñez,F,Guest Relations Manager,Front Desk,Senior,2025-11-02,77300,11554.45,Morning,mnúñez@hotels.com,+1-368-245-9972,Chad Wilson,Spouse,+1-543-705-3749,7.4,0.3,"Multi-tasking, Conflict Resolution, Computer Skills, Attention to Detail, Customer Service","English (Native), Arabic (Fluent), Russian (Basic)",First Aid Certified,1,Part-time,Bachelor's Degree,Evenings,Meets Expectations,10,11,True,,,2002-01-16,North America,Chad Wilson,+1-543-705-3749
S0001003519,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Adalberto,Terrazas,F,Guest Relations Manager,Front Desk,Senior,2019-03-22,102000,9119.47,Night,aterrazas@hotelgroup.com,+1-973-498-3466,Alexis Jones,Spouse,+1-629-626-3559,13.4,6.9,"Customer Service, Multi-tasking, Reservation Systems, Problem Solving, Time Management","French (Native), Russian (Basic), Spanish (Basic)",,2,Part-time,High School,30 hours/week,Meets Expectations,19,8,True,,,1991-02-01,North America,Alexis Jones,+1-629-626-3559
S0001003520,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Amelia,Bermúdez,M,Bellhop,Front Desk,Entry Level,2023-08-07,36900,1225.6,Rotating,amelia.bermúdez@hotels.com,+1-426-448-4523,Ashley Ashley,Sibling,+1-527-651-1025,3.9,2.5,"Reservation Systems, Conflict Resolution, Time Management, Communication",Chinese (Native),,1,Full-time,Master's Degree,8am-4pm,Meets Expectations,12,10,True,,,1988-10-28,North America,Ashley Ashley,+1-527-651-1025
S0001003521,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Ana María,Arce,M,Receptionist,Front Desk,Junior,2024-06-07,37400,1741.05,Night,ana maríaa@hotelgroup.com,+1-242-591-8358,Daniel Buckley,Sibling,+1-298-808-1860,4.5,1.7,"Computer Skills, Time Management, Customer Service, Communication, Problem Solving, Attention to Detail","Arabic (Native), French (Basic), Japanese (Basic), Spanish (Basic)",,4,Full-time,High School,9am-5pm,Meets Expectations,15,6,False,2024-09-27,Terminated,1976-07-16,North America,Daniel Buckley,+1-298-808-1860
S0001003522,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Marisol,Viera,F,Bellhop,Front Desk,Entry Level,2025-02-12,36200,5354.56,Morning,marisolv@luxuryhotels.com,+1-703-547-7776,David Carlson,Parent,+1-397-973-6363,2.8,1.0,"Reservation Systems, Computer Skills, Conflict Resolution, Multi-tasking, Problem Solving","Spanish (Native), Russian (Basic)",,0,Full-time,Vocational Training,10am-6pm,Meets Expectations,6,8,True,,,1960-07-09,North America,David Carlson,+1-397-973-6363
S0001003523,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Robert,Gibbs,M,Guest Relations Manager,Front Desk,Senior,2022-10-16,73300,7432.7,Night,rgibbs@hospitalitygroup.com,+1-597-982-8691,Renee Hughes,Friend,+1-761-271-3109,13.0,3.3,"Time Management, Customer Service, Computer Skills, Communication, Multi-tasking, Reservation Systems","Spanish (Native), French (Intermediate), English (Fluent)",First Aid Certified,1,Full-time,High School,11pm-7am,Exceeds Expectations,14,6,True,,,1959-08-03,North America,Renee Hughes,+1-761-271-3109
S0001003524,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Socorro,Ballesteros,F,Bellhop,Front Desk,Entry Level,2025-12-25,30200,3612.65,Afternoon,socorro.ballesteros@hotelgroup.com,+1-576-202-9744,Lori Castro,Sibling,+1-768-359-1588,1.7,0.1,"Time Management, Communication, Problem Solving, Attention to Detail, Conflict Resolution","English (Native), German (Fluent)",,3,Full-time,High School,11pm-7am,Meets Expectations,5,12,True,,,1967-05-19,North America,Lori Castro,+1-768-359-1588
S0001003525,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Nathan,Allard,M,Guest Relations Manager,Front Desk,Senior,2018-08-07,83400,3373.51,Afternoon,nathana@luxuryhotels.com,+1-756-668-9172,Richard Reed,Partner,+1-223-459-4535,15.2,7.5,"Time Management, Attention to Detail, Communication, Reservation Systems","German (Native), Japanese (Basic), Chinese (Fluent)",,2,Full-time,Vocational Training,11pm-7am,Exceeds Expectations,23,11,True,,,1956-03-25,North America,Richard Reed,+1-223-459-4535
S0001003526,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Eugenio,Pabón,M,Front Desk Agent,Front Desk,Junior,2024-04-27,36700,4917.47,Rotating,eugenio.pabón37@hotelgroup.com,+1-600-816-5564,Anthony Griffith,Partner,+1-856-790-2846,3.4,1.8,"Attention to Detail, Conflict Resolution, Reservation Systems, Communication, Customer Service","French (Native), Spanish (Fluent)",,1,Seasonal,High School,Winter Only,Meets Expectations,14,12,False,2024-11-20,Relocated,1992-11-12,North America,Anthony Griffith,+1-856-790-2846
S0001003527,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Crystal,Harrison,F,Bellhop,Front Desk,Entry Level,2023-01-21,24100,862.91,Rotating,charrison@hotelgroup.com,+1-552-624-2747,Kayla Mitchell,Sibling,+1-796-281-7805,3.1,3.1,"Conflict Resolution, Problem Solving, Attention to Detail, Multi-tasking, Reservation Systems, Customer Service","Japanese (Native), English (Fluent), Spanish (Basic), Chinese (Intermediate)",,2,Full-time,Vocational Training,11pm-7am,Meets Expectations,14,5,True,,,1981-02-10,North America,Kayla Mitchell,+1-796-281-7805
S0001003528,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Thérèse,Bernier,F,Receptionist,Front Desk,Junior,2026-01-04,50300,5075.8,Night,thérèse.bernier76@hotels.com,+1-864-765-4220,Cassandra Davis,Parent,+1-688-772-2830,1.4,0.1,"Attention to Detail, Conflict Resolution, Multi-tasking, Time Management, Reservation Systems",Arabic (Native),,3,Full-time,High School,10am-6pm,Meets Expectations,7,10,True,,,2002-11-21,North America,Cassandra Davis,+1-688-772-2830
S0001003529,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Maude,Pouliot,F,Guest Relations Manager,Front Desk,Senior,2020-02-08,85500,12077.68,Rotating,maude.pouliot@hotels.com,+1-903-359-8792,Cynthia Smith,Parent,+1-239-478-2314,11.5,6.0,"Conflict Resolution, Multi-tasking, Time Management, Communication","French (Native), Japanese (Fluent)",,1,Full-time,High School,8am-4pm,Meets Expectations,23,5,True,,,1979-09-28,North America,Cynthia Smith,+1-239-478-2314
S0001003530,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Citlali,Benavídez,M,Front Desk Agent,Front Desk,Junior,2025-12-07,40400,1846.19,Night,citlalib@hotels.com,+1-806-284-7312,David Le,Friend,+1-987-312-7212,1.3,0.2,"Time Management, Problem Solving, Attention to Detail, Conflict Resolution",English (Native),,1,Full-time,High School,8am-4pm,Exceeds Expectations,10,7,False,,Retired,1966-08-19,North America,David Le,+1-987-312-7212
S0001003531,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Dolores,Peres,F,Front Desk Agent,Front Desk,Junior,2024-01-01,37700,4348.09,Night,doloresp@luxuryhotels.com,+1-658-530-4032,Eric Henry,Spouse,+1-449-339-1802,3.8,2.1,"Reservation Systems, Problem Solving, Multi-tasking, Conflict Resolution",Spanish (Native),,0,Full-time,Vocational Training,11pm-7am,Needs Improvement,15,11,True,,,2005-07-16,North America,Eric Henry,+1-449-339-1802
S0001003532,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Armando,Espinal,M,Bellhop,Front Desk,Entry Level,2024-01-28,36100,2011.76,Night,armandoe@hospitalitygroup.com,+1-652-665-9071,Melissa White,Parent,+1-518-669-1650,2.7,2.0,"Computer Skills, Reservation Systems, Time Management",French (Native),,4,Full-time,High School,8am-4pm,Meets Expectations,13,12,False,2025-01-27,Resigned,1999-04-18,North America,Melissa White,+1-518-669-1650
S0001003533,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Jasmine,Garcia,F,Bellhop,Front Desk,Entry Level,2026-06-21,22800,2479.4,Rotating,jasmine.garcia5@hospitalitygroup.com,+1-823-924-9581,Crystal Eaton,Parent,+1-676-598-3461,1.5,0.1,"Time Management, Problem Solving, Attention to Detail","Spanish (Native), Arabic (Basic), French (Intermediate), Chinese (Basic)",,0,Full-time,High School,10am-6pm,Meets Expectations,7,12,True,,,1977-07-13,North America,Crystal Eaton,+1-676-598-3461
S0001003534,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Étienne,Lavoie,M,Bell Captain,Front Desk,Intermediate,2025-05-25,55700,5431.45,Afternoon,élavoie@hotelgroup.com,+1-717-333-2721,Nicole Haley,Sibling,+1-633-322-3466,3.3,0.7,"Problem Solving, Attention to Detail, Multi-tasking, Customer Service, Computer Skills, Conflict Resolution","French (Native), Arabic (Fluent), English (Intermediate), Chinese (Fluent)",,2,Full-time,Vocational Training,7am-3pm,Meets Expectations,5,9,True,,,1975-09-19,North America,Nicole Haley,+1-633-322-3466
S0001003535,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Marcela,Cazares,F,Receptionist,Front Desk,Junior,2023-06-17,51600,7544.32,Morning,marcela.cazares@luxuryhotels.com,+1-505-469-4398,Michelle Boyle,Parent,+1-420-207-6605,6.2,2.7,"Multi-tasking, Attention to Detail, Communication, Time Management, Computer Skills, Reservation Systems",Japanese (Native),,0,Part-time,High School,30 hours/week,Meets Expectations,10,7,True,,,1963-11-26,North America,Michelle Boyle,+1-420-207-6605
S0001003536,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Eric,Arenas,M,Guest Relations Manager,Front Desk,Senior,2025-11-04,84700,6624.55,Night,erica@luxuryhotels.com,+1-464-615-8789,Kayla Cunningham,Sibling,+1-927-760-8955,9.9,0.3,"Time Management, Computer Skills, Communication","Arabic (Native), German (Basic)",Food Handler,4,Full-time,Bachelor's Degree,11pm-7am,Exceeds Expectations,8,5,True,,,1995-09-09,North America,Kayla Cunningham,+1-927-760-8955
S0001003537,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Lisa,Terry,F,Receptionist,Front Desk,Junior,2024-05-14,42300,3034.17,Morning,lisat@hospitalitygroup.com,+1-771-415-2601,Barbara Dawson,Spouse,+1-527-221-9678,4.1,1.7,"Conflict Resolution, Reservation Systems, Customer Service, Multi-tasking",French (Native),,2,Full-time,Bachelor's Degree,9am-5pm,Meets Expectations,15,9,True,,,2006-03-07,North America,Barbara Dawson,+1-527-221-9678
S0001003538,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Kevin,Kelley,M,Bell Captain,Front Desk,Intermediate,2025-06-17,70400,8586.72,Night,kkelley@hospitalitygroup.com,+1-430-375-2946,Jesse Blanchard,Friend,+1-581-756-5336,4.9,0.7,"Conflict Resolution, Customer Service, Time Management","Arabic (Native), German (Basic), Japanese (Fluent), English (Fluent)",,0,Full-time,Vocational Training,11pm-7am,Meets Expectations,6,5,True,,,1995-10-25,North America,Jesse Blanchard,+1-581-756-5336
S0001003539,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Amélie,Bilodeau,F,Bellhop,Front Desk,Entry Level,2024-12-21,34800,4314.7,Morning,abilodeau@luxuryhotels.com,+1-638-420-7673,Gary Griffin,Sibling,+1-974-948-4307,3.0,1.1,"Reservation Systems, Problem Solving, Attention to Detail, Conflict Resolution, Communication, Multi-tasking",English (Native),,1,Full-time,Vocational Training,3pm-11pm,Unsatisfactory,15,11,True,,,1987-08-16,North America,Gary Griffin,+1-974-948-4307
S0001003540,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Nathan,Robitaille,M,Guest Relations Manager,Front Desk,Senior,2018-03-17,69100,4406.58,Night,nathan.robitaille@luxuryhotels.com,+1-901-593-3604,Victoria Cohen,Partner,+1-510-356-6007,15.5,7.9,"Attention to Detail, Time Management, Conflict Resolution",Russian (Native),,1,Full-time,Vocational Training,8am-4pm,Meets Expectations,22,9,True,,,1970-09-15,North America,Victoria Cohen,+1-510-356-6007
S0001003541,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Vanessa,White,F,Receptionist,Front Desk,Junior,2025-08-02,36300,2669.79,Morning,vanessa.white71@hospitalitygroup.com,+1-686-410-1267,Samantha King,Parent,+1-617-597-4042,2.1,0.5,"Multi-tasking, Attention to Detail, Time Management, Customer Service, Conflict Resolution","French (Native), Spanish (Fluent), Japanese (Intermediate), German (Basic)",,1,Part-time,Vocational Training,Weekends Only,Meets Expectations,9,8,True,,,1999-03-20,North America,Samantha King,+1-617-597-4042
S0001003542,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Nathan,Richardson,M,Guest Relations Manager,Front Desk,Senior,2021-11-18,67200,3730.25,Night,nathan.richardson3@hotels.com,+1-505-868-1591,Alexis Ramirez,Sibling,+1-566-663-4590,11.9,4.2,"Computer Skills, Communication, Conflict Resolution, Problem Solving, Multi-tasking","Chinese (Native), Japanese (Basic), French (Intermediate)",,4,Full-time,Vocational Training,3pm-11pm,Meets Expectations,13,8,True,,,2001-06-13,North America,Alexis Ramirez,+1-566-663-4590
S0001003543,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Rufino,Olvera,F,Concierge,Front Desk,Intermediate,2019-06-06,58800,5072.18,Afternoon,rufino.olvera@hotels.com,+1-844-794-5080,Willie Patterson,Spouse,+1-295-395-2863,9.0,6.7,"Attention to Detail, Communication, Problem Solving","German (Native), Russian (Fluent), Japanese (Fluent), French (Fluent)",,4,Full-time,Vocational Training,7am-3pm,Meets Expectations,20,12,False,2022-06-14,Resigned,1971-11-24,North America,Willie Patterson,+1-295-395-2863
S0001003544,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Johnny,Snyder,M,Receptionist,Front Desk,Junior,2023-02-12,43000,2065.58,Night,jsnyder@luxuryhotels.com,+1-433-524-3305,Kimberly Wiggins,Spouse,+1-535-428-6185,4.8,3.0,"Attention to Detail, Time Management, Reservation Systems, Problem Solving",English (Native),,3,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,14,11,False,2024-03-02,Resigned,1969-09-13,North America,Kimberly Wiggins,+1-535-428-6185
S0001003545,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Jos,Maya,M,Guest Relations Manager,Front Desk,Senior,2019-07-06,80500,3996.36,Rotating,jos.maya85@hotelgroup.com,+1-912-486-7744,Gabrielle Martinez,Parent,+1-653-460-3933,15.6,6.6,"Conflict Resolution, Computer Skills, Problem Solving",French (Native),,3,Full-time,High School,11pm-7am,Exceeds Expectations,18,5,True,,,1958-12-18,North America,Gabrielle Martinez,+1-653-460-3933
S0001003546,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Claude,Provencher,F,Front Desk Agent,Front Desk,Junior,2024-08-04,36600,2973.51,Rotating,claude.provencher32@luxuryhotels.com,+1-672-641-3495,Ashley Kane,Sibling,+1-467-568-9974,4.4,1.5,"Computer Skills, Reservation Systems, Communication, Customer Service, Time Management",Japanese (Native),,0,Full-time,High School,9am-5pm,Meets Expectations,15,7,False,2025-02-14,Resigned,1976-11-16,North America,Ashley Kane,+1-467-568-9974
S0001003547,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Citlali,Hinojosa,F,Bell Captain,Front Desk,Intermediate,2024-12-27,62700,9297.01,Rotating,citlali.hinojosa@hotels.com,+1-604-204-8861,Dr. Jason Turner MD,Sibling,+1-702-429-8053,3.6,1.1,"Multi-tasking, Customer Service, Reservation Systems",French (Native),,3,Full-time,Bachelor's Degree,11pm-7am,Meets Expectations,14,10,True,,,1960-05-19,North America,Dr. Jason Turner MD,+1-702-429-8053
S0001003548,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Manuel,Bravo,F,Front Desk Agent,Front Desk,Junior,2025-08-11,36200,5150.0,Morning,mbravo@hotels.com,+1-659-514-4045,Max Fletcher,Parent,+1-621-425-3878,3.4,0.5,"Customer Service, Problem Solving, Attention to Detail, Time Management, Computer Skills","Arabic (Native), German (Basic)",,3,Full-time,Bachelor's Degree,10am-6pm,Unsatisfactory,7,5,True,,,1972-09-15,North America,Max Fletcher,+1-621-425-3878
S0001003549,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Lucy,Benoît,F,Concierge,Front Desk,Intermediate,2024-08-06,79800,8970.32,Rotating,lucyb@hotels.com,+1-710-890-4633,Christopher Boyle,Spouse,+1-408-299-2713,6.7,1.5,"Attention to Detail, Multi-tasking, Conflict Resolution, Customer Service","Chinese (Native), Japanese (Fluent), German (Basic), Spanish (Fluent)",,4,Full-time,Bachelor's Degree,10am-6pm,Meets Expectations,11,10,True,,,1987-01-23,North America,Christopher Boyle,+1-408-299-2713
S0001003550,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Denise,Charbonneau,F,Bell Captain,Front Desk,Intermediate,2020-06-27,73100,3372.54,Night,denisec@hotels.com,+1-205-734-3896,Laura Patterson,Sibling,+1-784-669-6331,12.0,5.6,"Problem Solving, Reservation Systems, Multi-tasking, Conflict Resolution",Russian (Native),,4,Full-time,Bachelor's Degree,7am-3pm,Exceeds Expectations,18,11,True,,,1962-05-21,North America,Laura Patterson,+1-784-669-6331
S0001003551,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Alexis,Lachance,M,Concierge,Front Desk,Intermediate,2024-02-21,51500,7372.89,Night,alexis.lachance@hotelgroup.com,+1-832-351-5573,Linda Nicholson,Sibling,+1-365-940-8790,7.1,2.0,"Multi-tasking, Attention to Detail, Customer Service, Reservation Systems, Computer Skills",French (Native),,2,Part-time,High School,Weekends Only,Exceeds Expectations,10,11,True,,,2005-11-23,North America,Linda Nicholson,+1-365-940-8790
S0001003552,0135ec0c-b013-43a1-a93e-9d9e4ef334e5,Socorro,Bermúdez,M,Bell Captain,Front Desk,Intermediate,2022-05-27,56700,4770.93,Rotating,socorro.bermúdez1@hospitalitygroup.com,+1-947-985-9341,Leslie Wood DVM,Partner,+1-567-530-7344,6.7,3.7,"Attention to Detail, Customer Service, Computer Skills, Multi-tasking, Time Management, Reservation Systems","Arabic (Native), Chinese (Basic), Russian (Intermediate), German (Intermediate)",,0,Full-time,Bachelor's Degree,10am-6pm,Meets Expectations,15,7,True,,,1957-03-04,North America,Leslie Wood DVM,+1-567-530-7344
